Frame,Time,Left_Shoulder_X,Left_Shoulder_Y,Left_Elbow_X,Left_Elbow_Y,Left_Wrist_X,Left_Wrist_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Elbow_X,Right_Elbow_Y,Right_Wrist_X,Right_Wrist_Y,Left_Angle,Right_Angle,Left_State,Right_State
251,5.02,535.3120028972626,272.07555770874023,559.1310918331146,328.22980284690857,537.4641537666321,269.7475343942642,455.13031482696533,271.54608964920044,419.65056359767914,324.6587634086609,418.78131330013275,269.53631043434143,1.3012481368913673,34.15088563440261,FLEXED,FLEXED
252,5.04,535.3925228118896,272.1508741378784,560.8834862709045,326.4363169670105,537.8347277641296,268.23452711105347,455.09769916534424,271.4943766593933,417.03342497348785,322.0292329788208,418.6040461063385,267.9874151945114,1.9847357398034742,34.279376037994254,FLEXED,FLEXED
253,5.06,535.3472471237183,272.539284825325,562.0026111602783,324.9423533678055,538.9344871044159,267.01675057411194,454.94046807289124,271.50014340877533,413.45372200012207,320.03900706768036,418.4869945049286,264.13739919662476,2.8496710459474817,34.511013889195574,FLEXED,FLEXED
254,5.08,535.0969433784485,272.5993663072586,562.681370973587,323.0154812335968,539.0467643737793,264.2052322626114,454.8765778541565,271.446231007576,411.94012463092804,317.68923103809357,418.4100955724716,261.4732950925827,3.9282465970488945,35.101282590734485,FLEXED,FLEXED
255,5.1,534.9668562412262,272.52423763275146,564.080947637558,319.5704519748688,539.7015988826752,258.90041291713715,454.9157917499542,271.12128138542175,410.8345717191696,314.49895799160004,417.81223118305206,258.1139087677002,5.620237441134735,36.01273950160686,FLEXED,FLEXED
256,5.12,534.8597824573517,272.1618711948395,564.7265553474426,316.69469475746155,540.1915311813354,253.62587571144104,454.9362301826477,270.8207666873932,409.78486239910126,312.19901740550995,416.51245951652527,254.36922311782837,7.607277961682543,37.25562314882451,FLEXED,FLEXED
257,5.14,534.8406314849854,271.51666581630707,565.0801777839661,314.13484811782837,540.3722584247589,250.2560555934906,455.09206652641296,270.6414073705673,408.72713327407837,308.99549424648285,415.46508371829987,249.41083788871765,9.73969795030718,38.980948513412436,FLEXED,FLEXED
258,5.16,534.8162233829498,270.67152857780457,564.8750424385071,309.95349884033203,540.8136963844299,245.36695182323456,455.2590608596802,270.38311064243317,407.6539009809494,304.7918826341629,415.1145726442337,243.988698720932,12.088599704747587,41.33484190024417,FLEXED,FLEXED
259,5.18,534.7330749034882,269.54465210437775,564.7199034690857,305.34122586250305,540.9899175167084,241.994047164917,455.2833616733551,269.7229653596878,406.40881955623627,301.4002025127411,414.31599855422974,241.05969965457916,14.613886124263777,43.98974022124662,FLEXED,FLEXED
260,5.2,534.6154868602753,268.7011778354645,564.6986067295074,301.600643992424,541.0630345344543,240.06489515304565,455.4280936717987,269.07800137996674,405.0084114074707,296.88159227371216,413.81252110004425,237.08195686340332,16.92773038006801,46.85855161263464,FLEXED,FLEXED
261,5.22,534.4143211841583,268.087837100029,564.6332144737244,297.4492013454437,541.0668969154358,236.9947850704193,455.42905926704407,268.4397965669632,404.08232510089874,293.30111145973206,412.30222284793854,233.44968259334564,19.314986724211288,49.95521065921593,FLEXED,FLEXED
262,5.24,534.1192781925201,267.22218096256256,564.5757079124451,293.82349848747253,541.3911759853363,234.23200249671936,455.44407963752747,267.67598390579224,403.9415627717972,289.24614787101746,411.8393003940582,229.19736206531525,21.994013028868977,53.12172283930747,FLEXED,FLEXED
263,5.26,533.8866233825684,267.22722351551056,564.6007597446442,289.0653133392334,541.5972232818604,230.0785481929779,455.4581344127655,267.2966659069061,403.07464599609375,286.4162027835846,410.49068570137024,225.56889653205872,25.25225379421466,56.29251979525917,FLEXED,FLEXED
264,5.28,533.4890127182007,267.2749936580658,564.9081408977509,285.12445092201233,541.9108271598816,224.74685311317444,455.45673966407776,267.0282572507858,401.3196498155594,282.6156735420227,409.5497936010361,220.7748368382454,29.278343056038853,59.64674798412541,FLEXED,FLEXED
265,5.3,532.9670548439026,267.2897458076477,564.9019181728363,280.6800842285156,541.9178545475006,219.40200179815292,455.44193387031555,266.77631735801697,399.43676590919495,279.9996882677078,408.01229774951935,217.34346002340317,34.33104971485757,62.88100920532247,FLEXED,FLEXED
266,5.32,532.4834525585175,267.30495393276215,564.8845911026001,276.2605279684067,542.3996329307556,216.11423045396805,455.44654726982117,266.4890259504318,398.62445890903473,276.2194097042084,407.97490775585175,213.1752535700798,40.235838649140945,65.98139587092412,FLEXED,FLEXED
267,5.34,532.2179138660431,267.5039738416672,564.8679614067078,269.1930413246155,542.5593852996826,210.05226373672485,455.4504632949829,266.4091229438782,397.62050807476044,271.5603858232498,407.8624963760376,208.46911668777466,47.98886422441787,69.16268932071162,FLEXED,FLEXED
268,5.36,532.1852445602417,267.5364553928375,564.591372013092,262.82008588314056,542.6672101020813,204.33620810508728,455.77661991119385,266.3050264120102,398.03673326969147,266.6140168905258,408.08635354042053,204.64172512292862,56.87862562220876,72.65926506866352,FLEXED,FLEXED
269,5.38,532.1932375431061,267.53371953964233,564.1904354095459,257.93747305870056,542.5115346908569,200.55926889181137,456.02332949638367,266.1865532398224,398.52991104125977,261.5757554769516,408.2220733165741,200.00761896371841,66.16848987918017,76.5156837772067,FLEXED,FLEXED
270,5.4,532.2123885154724,267.4818992614746,563.8399243354797,253.7890076637268,542.5040245056152,195.94380408525467,456.4575791358948,266.06636345386505,398.8230228424072,257.88873732089996,408.24414789676666,197.24110811948776,75.46287641597837,80.58048885329185,FLEXED,FLEXED
271,5.42,532.2348654270172,267.38067269325256,563.5713279247284,249.97469186782837,542.4989819526672,191.95657968521118,456.64291977882385,265.97355902194977,399.04100596904755,254.59235608577728,408.77053141593933,193.6804085969925,84.47033438450615,84.63151445541433,FLEXED,FLEXED
272,5.44,532.3067486286163,267.1132028102875,563.5636568069458,245.01845240592957,542.5543427467346,185.6224089860916,456.7939281463623,265.88638722896576,399.6963232755661,251.73872709274292,409.32776033878326,190.5808076262474,92.35124165392904,88.48706616876518,FLEXED,FLEXED
273,5.46,532.3129713535309,266.79160594940186,563.3842170238495,241.33902490139008,542.5407707691193,180.70605397224426,456.7939817905426,265.6860262155533,400.53765177726746,247.81672060489655,409.34084951877594,186.7915704846382,98.87548926652386,92.2732806700894,FLEXED,FLEXED
274,5.48,532.2982728481293,266.36234521865845,563.0098342895508,238.40739727020264,542.5370693206787,176.6074374318123,456.7959666252136,265.2950942516327,402.6339054107666,244.31528449058533,409.4081461429596,182.24444836378098,104.47236659895991,96.13459980043608,FLEXED,FLEXED
275,5.5,532.3029398918152,265.4115557670593,562.093859910965,233.84034633636475,542.5101935863495,171.82252407073975,456.87739849090576,264.6433174610138,405.6187480688095,240.0922268629074,411.8208736181259,177.5597557425499,109.6670578153573,100.2711567431992,FLEXED,FLEXED
276,5.52,532.2839498519897,264.276847243309,561.4013135433197,228.88037860393524,542.5035417079926,167.2755628824234,456.8908095359802,264.078551530838,408.6012840270996,236.56622171401978,412.85290718078613,174.23185855150223,114.55030493561833,105.00482545222539,FLEXED,FLEXED
277,5.54,532.308840751648,263.3134514093399,560.3271424770355,224.2102101445198,542.4602508544922,161.62375956773758,457.0510983467102,263.78747820854187,411.9936615228653,232.7102780342102,413.09435963630676,170.33568173646927,119.08406133465496,110.72826903211134,FLEXED,FLEXED
278,5.56,532.3996067047119,262.33836114406586,558.8040232658386,220.24866789579391,542.4574613571167,157.26637691259384,457.2078466415405,263.6503368616104,413.52898478507996,227.15405523777008,413.1480038166046,165.71654230356216,123.6833971497957,116.89280319035356,FLEXED,FLEXED
279,5.58,532.4359774589539,261.9909346103668,557.1274816989899,216.28469824790955,542.3958241939545,152.59020030498505,457.4031114578247,263.3640646934509,416.4509564638138,223.39337021112442,413.8102412223816,163.39534521102905,128.60686459581288,123.26875053939507,FLEXED,FLEXED
280,5.6,532.4389815330505,261.9448274374008,554.2266726493835,213.0354031920433,542.2906279563904,148.59216660261154,457.88633823394775,263.1880849599838,418.92478466033936,221.18021249771118,414.33474719524384,161.2338200211525,133.87848812514713,129.58967001161085,FLEXED,FLEXED
281,5.62,532.5711607933044,261.68422400951385,553.4447014331818,208.56815725564957,542.2076940536499,144.91056650877,458.4592580795288,262.36073076725006,420.26232182979584,216.62666648626328,414.74389135837555,156.87555223703384,138.8844988264821,135.51733488030527,FLEXED,FLEXED
282,5.64,532.598465681076,261.2611323595047,551.5733242034912,207.2777733206749,542.3642814159393,141.70271158218384,458.55528116226196,261.1681133508682,422.11301922798157,213.92910182476044,414.846271276474,153.2007783651352,143.72345509882683,140.63561241079498,FLEXED,FLEXED
283,5.66,532.5317323207855,260.9531879425049,548.5850751399994,206.24757707118988,542.598170042038,139.1972467303276,458.6123585700989,259.47671234607697,423.73934984207153,211.49598956108093,415.0061845779419,150.2381443977356,148.76235660805727,145.00910301141502,FLEXED,FLEXED
284,5.68,532.4892997741699,260.8215719461441,546.1487174034119,204.1394680738449,542.9240047931671,136.17707937955856,458.7359547615051,258.71555507183075,425.355863571167,210.79389452934265,415.0845319032669,148.95755052566528,153.78957420860843,148.5583790079522,FLEXED,FLEXED
285,5.7,532.4192404747009,260.5426222085953,543.6953008174896,201.84288024902344,543.0348336696625,134.55821871757507,459.06726121902466,258.31496715545654,426.6785144805908,210.88562607765198,415.1277422904968,149.61542934179306,158.4032825277446,151.5212766487232,FLEXED,FLEXED
286,5.72,532.347571849823,260.1127713918686,542.5049901008606,201.43555998802185,543.6215937137604,134.99096632003784,459.41417813301086,258.01378190517426,427.64732837677,210.45226156711578,415.1153236627579,149.65724498033524,162.92458388577808,154.0212726143497,EXTENDED,FLEXED
287,5.74,532.2490811347961,260.05727648735046,541.7355179786682,203.28218042850494,544.1892564296722,136.10365390777588,459.76195335388184,258.1344544887543,429.0594309568405,210.17358005046844,415.1300758123398,148.46954941749573,166.91786120654152,156.2052629115329,EXTENDED,FLEXED
288,5.76,532.0803165435791,260.007843375206,541.1806762218475,204.38090711832047,544.7539687156677,137.51473724842072,460.1002871990204,258.21639597415924,430.2241802215576,209.90427285432816,415.48941135406494,148.1487974524498,169.96277633609742,158.12200879486645,EXTENDED,FLEXED
289,5.78,532.023561000824,260.0122421979904,540.5900001525879,205.35649359226227,544.8975205421448,138.46326023340225,460.3173315525055,258.2817077636719,430.7477205991745,210.07133424282074,415.83297550678253,147.93617874383926,172.1712149649445,159.60268898751056,EXTENDED,FLEXED
290,5.8,532.0128321647644,260.00293493270874,539.9585545063019,205.89652955532074,544.9195683002472,138.92738968133926,460.4796051979065,258.3218604326248,431.1422735452652,210.4545682668686,416.0789877176285,147.9030802845955,173.6349352839665,160.74039094862476,EXTENDED,EXTENDED
291,5.82,532.0076286792755,260.00518798828125,539.581972360611,206.27494901418686,544.967794418335,139.21764492988586,460.598748922348,258.36128890514374,431.3291698694229,210.45160442590714,416.30450785160065,147.57310152053833,174.72014297469244,161.56207801968677,EXTENDED,EXTENDED
292,5.84,532.0102035999298,259.98665392398834,539.4288718700409,205.8537483215332,544.990861415863,138.9675959944725,460.6540024280548,258.3999663591385,431.22689723968506,209.85905081033707,416.41152799129486,146.90677374601364,175.5889458440827,161.94651905428026,EXTENDED,EXTENDED
293,5.86,532.0700168609619,259.9761664867401,539.2897725105286,205.5383339524269,545.0167715549469,138.8409823179245,460.77497005462646,258.3950847387314,431.1611294746399,209.40105020999908,416.6016161441803,146.36429697275162,176.30596913034486,161.98009559366133,EXTENDED,EXTENDED
294,5.88,532.1372866630554,259.9647134542465,539.3723845481873,205.09348958730698,545.0541615486145,138.70884329080582,460.84572672843933,258.3498626947403,431.0573011636734,208.83522480726242,416.79972410202026,145.84248661994934,176.82673505710528,161.92944141561196,EXTENDED,EXTENDED
295,5.9,532.155579328537,259.95918810367584,539.3121421337128,205.25192767381668,545.0658559799194,138.7464076280594,460.9260320663452,258.36064517498016,430.994912981987,208.65025967359543,417.09514260292053,145.75602561235428,177.14862680728152,161.804132116282,EXTENDED,EXTENDED
296,5.92,532.1754813194275,259.9452406167984,539.3511414527893,205.33396303653717,545.1305508613586,138.84803652763367,461.0166370868683,258.3726078271866,430.9675008058548,208.57191234827042,417.34415888786316,145.80257534980774,177.33156553913793,161.6286499523648,EXTENDED,EXTENDED
297,5.94,532.1937739849091,259.926974773407,539.4204497337341,205.40760308504105,545.2042579650879,138.91038447618484,461.08015179634094,258.37998390197754,430.93973994255066,208.47851783037186,417.3972398042679,145.80635726451874,177.42561633287104,161.43741397379813,EXTENDED,EXTENDED
298,5.96,532.2144269943237,259.9104791879654,539.483106136322,205.47272711992264,545.2265739440918,138.96382749080658,461.16490960121155,258.38805735111237,430.9294402599335,208.47452133893967,417.4563020467758,145.92812955379486,177.42107899521048,161.25652532883151,EXTENDED,EXTENDED
299,5.98,532.21555352211,259.90535616874695,539.5286500453949,205.54631352424622,545.2589213848114,138.95847648382187,461.1910343170166,258.39293897151947,430.8890461921692,208.55052173137665,417.55927205085754,146.01978063583374,177.3962482527005,161.0593572801685,EXTENDED,EXTENDED
300,6.0,532.2168946266174,259.90634858608246,539.5667374134064,205.60117810964584,545.2874064445496,138.98835629224777,461.27756237983704,258.3995908498764,430.8583617210388,208.58748257160187,417.7152693271637,146.0910066962242,177.3380393260678,160.87039066190283,EXTENDED,EXTENDED
301,6.02,532.2251558303833,259.9061608314514,539.5820260047913,205.31836599111557,545.3464150428772,138.97520005702972,461.4300727844238,258.41852724552155,430.84170520305634,208.72483849525452,417.84857511520386,146.1136445403099,177.29957747709258,160.66451073188463,EXTENDED,EXTENDED
302,6.04,532.227623462677,259.91055965423584,539.5921111106873,205.2086502313614,545.4220533370972,138.9920711517334,461.6826295852661,258.42504501342773,430.8143734931946,208.96786004304886,417.94604659080505,146.22832238674164,177.28830926237688,160.37644676560143,EXTENDED,EXTENDED
303,6.06,532.2383522987366,259.91165935993195,539.6718263626099,205.15194833278656,545.5418944358826,139.0063539147377,461.8533253669739,258.4278076887131,430.8066487312317,209.21698361635208,418.0034190416336,146.2600663304329,177.29043307875264,160.03585714410445,EXTENDED,EXTENDED
304,6.08,532.2942495346069,259.9114716053009,539.7854447364807,204.99310791492462,545.7551836967468,138.82105350494385,461.93593740463257,258.4170788526535,430.79857528209686,209.23224538564682,418.0094540119171,146.29936069250107,177.3166569003782,159.71877119625267,EXTENDED,EXTENDED
305,6.1,532.3049783706665,259.90025997161865,539.9928331375122,204.94376868009567,545.9719061851501,138.81833106279373,461.93942427635193,258.35745334625244,430.64303398132324,209.2614009976387,418.0354982614517,146.33113145828247,177.31715826673516,159.3884484696176,EXTENDED,EXTENDED
306,6.12,532.3070704936981,259.9001258611679,540.3703808784485,204.94642406702042,546.2922155857086,138.7953981757164,461.92842721939087,258.33135545253754,430.49452006816864,209.26820039749146,418.1228309869766,146.35756462812424,177.21272797689093,159.06220278450104,EXTENDED,EXTENDED
307,6.14,532.31281042099,259.9001795053482,540.6357049942017,204.94610220193863,546.411520242691,138.7576460838318,461.90852522850037,258.3450883626938,430.38114309310913,209.2674896121025,418.2503968477249,146.3232323527336,177.0149528657398,158.7763519388886,EXTENDED,EXTENDED
308,6.16,532.3300838470459,259.89993810653687,540.9364879131317,204.95275408029556,546.5867221355438,138.75492364168167,461.90873980522156,258.3463490009308,430.2548110485077,209.2717945575714,418.4380441904068,146.3370993733406,176.74209774121888,158.48910004028588,EXTENDED,EXTENDED
309,6.18,532.3330342769623,259.90020632743835,541.1502599716187,204.96078729629517,546.7081725597382,138.73944729566574,461.9072377681732,258.3521693944931,430.11608719825745,209.27931815385818,418.57491731643677,146.35194540023804,176.40058731963998,158.1502344209909,EXTENDED,EXTENDED
310,6.2,532.3397397994995,259.9116325378418,541.2944555282593,204.9643412232399,546.7977046966553,138.7371003627777,461.90686225891113,258.36649239063263,429.9712210893631,209.2855542898178,418.7474101781845,146.45338654518127,176.0587600349624,157.80300949475944,EXTENDED,EXTENDED
311,6.22,532.3395252227783,259.9337339401245,541.4145112037659,205.0052046775818,546.9092309474945,138.7413650751114,461.9073987007141,258.3753973245621,429.80425357818604,209.2919111251831,418.9805209636688,146.5294137597084,175.77692007211357,157.42689033259526,EXTENDED,EXTENDED
312,6.24,532.3433876037598,259.94521379470825,541.590678691864,205.04723489284515,547.0197916030884,138.71060013771057,461.9079351425171,258.3810031414032,429.62328493595123,209.3002125620842,419.09572184085846,146.5398073196411,175.5253710629989,157.02571544458343,EXTENDED,EXTENDED
313,6.26,532.345587015152,259.95229482650757,541.6717350482941,205.05119115114212,547.083306312561,138.68045210838318,461.9070768356323,258.3834171295166,429.40511405467987,209.30711925029755,419.11452412605286,146.55009359121323,175.33412625589534,156.62276839262043,EXTENDED,EXTENDED
314,6.28,532.3277235031128,259.99724864959717,541.8046653270721,205.05536198616028,547.1983730792999,138.69187831878662,461.89146637916565,258.3952993154526,429.09081280231476,209.32557284832,419.1254138946533,146.55642360448837,175.17011552369124,156.18360845082165,EXTENDED,EXTENDED
315,6.3,532.1561694145203,260.30774116516113,541.9643104076385,205.05725294351578,547.2438097000122,138.67338448762894,461.88352704048157,258.5150331258774,428.7823051214218,209.33974832296371,419.1034197807312,146.62091732025146,174.96745782575363,155.73364222484224,EXTENDED,EXTENDED
316,6.32,531.9526433944702,260.58647632598877,542.2302782535553,205.05166053771973,547.2492277622223,138.67720663547516,461.87644600868225,258.54078233242035,428.45569252967834,209.52735543251038,418.97883117198944,146.97702080011368,174.66354696794997,155.27932226268962,EXTENDED,EXTENDED
317,6.34,531.9135904312134,260.8031988143921,542.7267014980316,205.05379289388657,547.2627997398376,138.72651904821396,461.88846230506897,258.6270958185196,427.8371214866638,210.2149933576584,418.62424314022064,147.7495238184929,174.2271995244181,154.6958891839568,EXTENDED,EXTENDED
318,6.36,531.8212687969208,261.2032502889633,543.4124886989594,205.59585392475128,547.2501933574677,139.2269253730774,461.89683079719543,258.8791161775589,427.07132399082184,210.90542078018188,418.07723343372345,148.77758771181107,173.53007883903607,153.98861209698825,EXTENDED,EXTENDED
319,6.38,531.7418217658997,261.6888105869293,544.7100341320038,206.23214095830917,547.2589373588562,139.9317428469658,461.9058430194855,259.24859046936035,426.43467485904694,212.25078999996185,417.28281676769257,149.9845951795578,172.36608216812462,153.20015038068345,EXTENDED,EXTENDED
320,6.4,531.5897941589355,262.46745586395264,546.5999186038971,207.65896886587143,547.2699344158173,141.53495281934738,461.89919114112854,259.79517102241516,426.0588437318802,213.52780312299728,416.72558784484863,151.2058988213539,170.52287605024233,152.38563047226245,EXTENDED,EXTENDED
321,6.42,531.5373301506042,263.00977170467377,548.5420525074005,209.19077843427658,547.2489595413208,142.9329738020897,461.90632581710815,259.89789962768555,425.40079057216644,214.49790447950363,416.5364384651184,152.25503146648407,168.02449646566063,151.3809599661685,EXTENDED,EXTENDED
322,6.44,531.4698457717896,263.48631978034973,550.242680311203,210.09102165699005,547.1912920475006,144.45794373750687,461.9051456451416,260.00140607357025,424.3978589773178,215.19392430782318,416.5338635444641,153.2264068722725,165.03085290969443,150.18732281722097,EXTENDED,EXTENDED
323,6.46,531.4867436885834,263.6341631412506,552.5574266910553,210.9552964568138,547.2203135490417,146.05757296085358,461.907023191452,260.1089358329773,423.078453540802,216.8775737285614,416.4678007364273,155.06176203489304,161.42349723339186,148.57030240046927,EXTENDED,EXTENDED
324,6.48,531.7411243915558,263.7438118457794,554.5189261436462,212.78649419546127,547.4040985107422,148.70936572551727,462.03410625457764,260.28510332107544,421.617266535759,219.1357120871544,416.49660766124725,157.75268822908401,157.53143628799324,146.3633281040497,EXTENDED,EXTENDED
325,6.5,532.054191827774,263.88438642024994,556.4757585525513,214.5884558558464,547.6082682609558,151.10341161489487,462.05835342407227,260.48932671546936,419.8280453681946,221.51469737291336,416.5729433298111,160.52383929491043,153.6173442246286,143.3642281382604,EXTENDED,EXTENDED
326,6.52,532.3714971542358,263.97576928138733,557.7483057975769,216.3573056459427,547.8481650352478,153.41953933238983,462.05835342407227,260.8306646347046,418.2195246219635,222.9861170053482,416.57828092575073,161.57808154821396,149.94917280552514,139.9704037224392,EXTENDED,EXTENDED
327,6.54,532.9450607299805,263.97177278995514,558.551037311554,218.82594376802444,548.2843995094299,156.39707297086716,462.1375322341919,261.03102564811707,417.34930872917175,225.36432445049286,416.55894219875336,164.20675367116928,146.57567885672583,136.36472505925002,EXTENDED,EXTENDED
328,6.56,533.3373069763184,264.1237199306488,559.4144403934479,222.8330433368683,548.5033214092255,159.73576605319977,462.1378540992737,261.4838629961014,416.14623069763184,229.31398451328278,416.56320691108704,167.50585734844208,143.45900368350496,132.44671719989807,EXTENDED,EXTENDED
329,6.58,533.4798395633698,264.230015873909,559.802770614624,226.24634206295013,548.5450565814972,163.60636800527573,461.88637018203735,262.019419670105,413.72229158878326,232.5916439294815,416.0444140434265,169.6855679154396,140.56095219663476,128.25216466702426,EXTENDED,EXTENDED
330,6.6,533.599841594696,264.24281001091003,561.4205718040466,229.46523427963257,548.5879719257355,168.2643324136734,461.7783308029175,262.29933500289917,411.8475079536438,235.59724688529968,415.8680319786072,172.5610837340355,137.3219535831053,123.99786189353131,EXTENDED,EXTENDED
331,6.62,533.6878180503845,264.52811658382416,563.0550026893616,233.66983830928802,548.8374173641205,172.41295874118805,461.6081714630127,262.90044486522675,410.85361540317535,237.6142680644989,415.872859954834,175.12314319610596,133.3909196226561,119.90920922004258,EXTENDED,EXTENDED
332,6.64,533.6952745914459,264.9705469608307,564.116245508194,236.88022792339325,548.9465296268463,175.3014698624611,461.45469546318054,263.342821598053,410.13100147247314,240.82648158073425,415.8524751663208,177.93467491865158,128.94691971093113,115.75269180683347,EXTENDED,EXTENDED
333,6.66,533.6944699287415,265.72768092155457,565.3331100940704,240.22386968135834,549.2818057537079,179.1753038764,461.2331449985504,263.9506906270981,408.834770321846,244.71745491027832,415.77635407447815,180.9228703379631,124.1921869288476,111.62486121269754,EXTENDED,EXTENDED
334,6.68,533.6985468864441,267.01768934726715,566.9081568717957,243.72361600399017,549.7016251087189,183.19006115198135,461.06046438217163,264.8372411727905,406.7083954811096,247.53889739513397,415.3848856687546,184.13378298282623,119.01014982039533,107.73524164531243,EXTENDED,EXTENDED
335,6.7,533.7609887123108,267.2831207513809,567.8186058998108,246.47631347179413,550.3282964229584,187.2726783156395,461.0440492630005,265.1056498289108,406.08349442481995,251.05851888656616,415.1053190231323,187.95151859521866,114.10298056546613,104.07794832784425,EXTENDED,EXTENDED
336,6.72,533.843868970871,267.3591077327728,568.5389935970306,249.61771667003632,550.9122669696808,191.9980600476265,460.9865963459015,265.18225371837616,404.7427386045456,253.34770381450653,414.97217416763306,190.152807533741,109.44736342402616,100.23737779752533,EXTENDED,EXTENDED
337,6.74,533.8358759880066,267.499977350235,569.0186262130737,254.17141020298004,551.2150883674622,196.19921743869781,460.519677400589,265.1601791381836,403.5070449113846,256.0601681470871,414.9406850337982,193.21650713682175,104.40670669031985,96.29090684648665,EXTENDED,FLEXED
338,6.76,533.7874889373779,267.60723888874054,569.3455338478088,259.58107709884644,551.4220476150513,201.56516432762146,459.9653720855713,265.0166541337967,401.6637235879898,258.61183404922485,414.78458046913147,196.49765342473984,98.68882353694383,92.3699960436438,FLEXED,FLEXED
339,6.78,533.5460901260376,267.6101624965668,570.2391922473907,263.36934864521027,551.4847040176392,205.93752712011337,459.3059241771698,265.00670313835144,400.7056921720505,261.46114468574524,414.46550488471985,198.85355830192566,92.55463122671514,88.61094276846204,FLEXED,FLEXED
340,6.8,533.4276974201202,267.64116883277893,570.977658033371,267.887744307518,551.428484916687,209.14442986249924,458.7138533592224,264.9730145931244,400.026798248291,264.8228108882904,414.20755684375763,202.5764375925064,85.80530808908368,84.8332651878753,FLEXED,FLEXED
341,6.82,533.3634853363037,267.67780780792236,571.2422311306,271.7517614364624,551.3666868209839,212.10021078586578,458.3841562271118,264.87562358379364,399.7063010931015,268.0059492588043,414.044988155365,204.95181530714035,78.87734971669438,81.1227014129219,FLEXED,FLEXED
342,6.84,533.1895709037781,267.70564913749695,571.3553667068481,274.0745007991791,550.1301348209381,214.71284329891205,457.9770505428314,264.8648679256439,399.8066693544388,271.758171916008,414.0657216310501,208.38331282138824,72.31227397336463,77.4836006865791,FLEXED,FLEXED
343,6.86,533.0651164054871,267.70900189876556,571.8609094619751,277.52669155597687,549.6990501880646,221.30700051784515,457.81397223472595,264.85041081905365,400.1476854085922,274.34848845005035,414.13953602313995,212.07003593444824,66.05884033496315,74.2122523338999,FLEXED,FLEXED
344,6.88,533.0599129199982,267.7386403083801,572.0024228096008,281.6115617752075,549.2908179759979,225.469708442688,457.7507793903351,264.8385554552078,400.21337270736694,277.63781547546387,414.41430151462555,215.76228439807892,60.03055434168772,70.90537588357459,FLEXED,FLEXED
345,6.9,533.0136179924011,267.7781492471695,571.8537211418152,284.87173318862915,548.1694936752319,228.54920625686646,457.72626399993896,264.87709879875183,400.5103200674057,280.6336283683777,414.73726630210876,218.98930370807648,54.47485602030589,67.76429457590537,FLEXED,FLEXED
346,6.92,533.100950717926,268.0558651685715,572.1280038356781,288.7704849243164,547.3605394363403,234.3484103679657,457.7758312225342,265.08805453777313,400.82019567489624,283.15361738204956,415.3822034597397,222.8791907429695,48.9024413122331,64.70121589458304,FLEXED,FLEXED
347,6.94,533.5385262966156,268.5365170240402,572.0943689346313,293.46217811107635,546.850973367691,239.60999250411987,457.7858090400696,265.66867232322693,401.09973549842834,286.94247901439667,415.6411975622177,227.84703075885773,43.13280424477104,61.70993744289099,FLEXED,FLEXED
348,6.96,533.961296081543,269.20339465141296,572.102952003479,297.8366196155548,546.5127468109131,242.40683913230896,457.792192697525,266.4177864789963,401.6080677509308,291.4266765117645,415.6876266002655,231.51157200336456,37.94049437655282,58.66916829753488,FLEXED,FLEXED
349,6.98,534.563398361206,269.52947080135345,572.0899164676666,303.06496918201447,546.3329315185547,245.1071798801422,457.8177809715271,266.79847240448,403.87898683547974,295.71904242038727,415.7459110021591,237.77962625026703,33.11788569924663,55.80781514413409,FLEXED,FLEXED
350,7.0,535.1216197013855,269.8381394147873,570.8268642425537,307.83908665180206,546.0570931434631,248.56859743595123,457.8256130218506,267.0418292284012,407.72109031677246,300.3625363111496,416.09596610069275,241.5553718805313,28.537299848095586,53.140348566944525,FLEXED,FLEXED
351,7.02,535.807192325592,270.3700214624405,570.1300263404846,311.5720510482788,545.4909324645996,251.21910274028778,457.88859128952026,267.45818853378296,409.6062809228897,304.0056198835373,417.1431005001068,246.6682255268097,24.540574481103157,50.453953778994766,FLEXED,FLEXED
352,7.04,535.903000831604,270.8284378051758,569.6180462837219,315.23259580135345,544.6176052093506,255.2320897579193,458.0896496772766,268.105486035347,410.78551411628723,308.46948623657227,418.8974529504776,251.24908983707428,21.057663430689615,47.62437795734728,FLEXED,FLEXED
353,7.06,535.8789682388306,271.82619273662567,568.0883288383484,319.45031583309174,544.2235350608826,263.9820992946625,458.19586515426636,269.060754776001,412.74712085723877,311.5402936935425,419.65780556201935,257.00071156024933,17.551492399242186,45.010719808113095,FLEXED,FLEXED
354,7.08,535.8684539794922,272.26870357990265,565.122127532959,322.4728435277939,543.9393281936646,268.9210116863251,458.2115828990936,270.0386881828308,415.44298231601715,315.8875107765198,420.40858268737793,261.9069278240204,14.430255076716808,42.51623300509484,FLEXED,FLEXED
355,7.1,535.861748456955,272.6624518632889,562.9385411739349,325.6649672985077,543.8951790332794,275.4348635673523,458.21646451950073,270.73807418346405,418.92845928668976,320.4909861087799,420.65389752388,266.13709330558777,11.582721563987203,40.15795299894411,FLEXED,FLEXED
356,7.12,535.8569741249084,272.95019924640656,561.0328853130341,328.0930906534195,543.0812895298004,275.2500057220459,458.22402834892273,270.98000943660736,421.6798424720764,322.37682044506073,421.17116153240204,267.5392985343933,9.220362945104693,38.26945226119971,FLEXED,FLEXED
